params,seed,simulation_type,success,error,Psi,Gamma,Delta,Delta_reconciling,Gamma_reconciling,Psi_reconciling,S_shape,M_shape
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': []}",44,gol,False,"UNKNOWN: Failed to determine best cudnn convolution algorithm for:
%cudnn-conv = (f32[1,1,16,16]{3,2,1,0}, u8[0]{0}) custom-call(%bitcast.13, %bitcast.15), window={size=3x3}, dim_labels=bf01_oi01->bf01, custom_call_target=""__cudnn$convForward"", metadata={op_name=""jit(conv_general_dilated)/jit(main)/conv_general_dilated"" source_file=""/home/kazuyahoribe/Dropbox/asal/substrates/gol.py"" source_line=17}, backend_config={""operation_queue_id"":""0"",""wait_on_operation_queues"":[],""cudnn_conv_backend_config"":{""conv_result_scale"":1,""activation_mode"":""kNone"",""side_input_scale"":0,""leakyrelu_alpha"":0},""force_earliest_schedule"":false}

Original error: RESOURCE_EXHAUSTED: Out of memory while trying to allocate 16778512 bytes. [tf-allocator-allocation-error='']

To ignore this failure and try to use a fallback algorithm (which may have suboptimal performance), use XLA_FLAGS=--xla_gpu_strict_conv_algorithm_picker=false.  Please also file a bug for the root cause of failing autotuning.",,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [2, 3], 'survive': [3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 6], 'survive': [3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",43,gol,False,"UNKNOWN: Failed to determine best cudnn convolution algorithm for:
%cudnn-conv = (f32[1,1,16,16]{3,2,1,0}, u8[0]{0}) custom-call(%bitcast.13, %bitcast.15), window={size=3x3}, dim_labels=bf01_oi01->bf01, custom_call_target=""__cudnn$convForward"", metadata={op_name=""jit(conv_general_dilated)/jit(main)/conv_general_dilated"" source_file=""/home/kazuyahoribe/Dropbox/asal/substrates/gol.py"" source_line=17}, backend_config={""operation_queue_id"":""0"",""wait_on_operation_queues"":[],""cudnn_conv_backend_config"":{""conv_result_scale"":1,""activation_mode"":""kNone"",""side_input_scale"":0,""leakyrelu_alpha"":0},""force_earliest_schedule"":false}

Original error: RESOURCE_EXHAUSTED: Out of memory while trying to allocate 16778512 bytes. [tf-allocator-allocation-error='']

To ignore this failure and try to use a fallback algorithm (which may have suboptimal performance), use XLA_FLAGS=--xla_gpu_strict_conv_algorithm_picker=false.  Please also file a bug for the root cause of failing autotuning.",,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [1, 3, 5, 7], 'survive': [3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",44,gol,False,"UNKNOWN: Failed to determine best cudnn convolution algorithm for:
%cudnn-conv = (f32[1,1,16,16]{3,2,1,0}, u8[0]{0}) custom-call(%bitcast.13, %bitcast.15), window={size=3x3}, dim_labels=bf01_oi01->bf01, custom_call_target=""__cudnn$convForward"", metadata={op_name=""jit(conv_general_dilated)/jit(main)/conv_general_dilated"" source_file=""/home/kazuyahoribe/Dropbox/asal/substrates/gol.py"" source_line=17}, backend_config={""operation_queue_id"":""0"",""wait_on_operation_queues"":[],""cudnn_conv_backend_config"":{""conv_result_scale"":1,""activation_mode"":""kNone"",""side_input_scale"":0,""leakyrelu_alpha"":0},""force_earliest_schedule"":false}

Original error: RESOURCE_EXHAUSTED: Out of memory while trying to allocate 16778512 bytes. [tf-allocator-allocation-error='']

To ignore this failure and try to use a fallback algorithm (which may have suboptimal performance), use XLA_FLAGS=--xla_gpu_strict_conv_algorithm_picker=false.  Please also file a bug for the root cause of failing autotuning.",,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,"UNKNOWN: Failed to determine best cudnn convolution algorithm for:
%cudnn-conv = (f32[1,1,16,16]{3,2,1,0}, u8[0]{0}) custom-call(%bitcast.13, %bitcast.15), window={size=3x3}, dim_labels=bf01_oi01->bf01, custom_call_target=""__cudnn$convForward"", metadata={op_name=""jit(conv_general_dilated)/jit(main)/conv_general_dilated"" source_file=""/home/kazuyahoribe/Dropbox/asal/substrates/gol.py"" source_line=17}, backend_config={""operation_queue_id"":""0"",""wait_on_operation_queues"":[],""cudnn_conv_backend_config"":{""conv_result_scale"":1,""activation_mode"":""kNone"",""side_input_scale"":0,""leakyrelu_alpha"":0},""force_earliest_schedule"":false}

Original error: RESOURCE_EXHAUSTED: Out of memory while trying to allocate 16778512 bytes. [tf-allocator-allocation-error='']

To ignore this failure and try to use a fallback algorithm (which may have suboptimal performance), use XLA_FLAGS=--xla_gpu_strict_conv_algorithm_picker=false.  Please also file a bug for the root cause of failing autotuning.",,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [2, 3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 16, 'init_density': 0.3, 'n_steps': 250, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
